위도,경도,구분,명칭,주소,개수,담당부서,기준일자
37.93584,127.70284,정류장,신매1리,강원특별자치도 춘천시 서상리 1042-1,1,교통과,2026-06-01
37.92976,127.722,정류장,신동초교,강원특별자치도 춘천시 신동 894-8,1,교통과,2026-06-01
37.92992,127.72175,정류장,신동초교,강원특별자치도 춘천시 신동 894-4,1,교통과,2026-06-01
37.93187,127.72203,정류장,신동초등학교,강원특별자치도 춘천시 신동 903-8,1,교통과,2026-06-01
37.92777,127.72141,정류장,신동보급대,강원특별자치도 춘천시 사농동 245-22,1,교통과,2026-06-01
37.81716,127.71504,정류장,김유정역,강원특별자치도 춘천시 증리 929-4,1,교통과,2026-06-01
37.79923,127.70886,정류장,삼포유원지입구,강원특별자치도 춘천시 증리 1043-166,1,교통과,2026-06-01
37.87874,127.72912,정류장,명동입구,강원특별자치도 춘천시 조양동 49-23,1,교통과,2026-06-01
37.87961,127.72865,정류장,명동입구,강원특별자치도 춘천시 조양동 37-17,1,교통과,2026-06-01
37.86291,127.71768,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 228-15,1,교통과,2026-06-01
37.86376,127.71724,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 511,1,교통과,2026-06-01
37.86368,127.71989,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 514,1,교통과,2026-06-01
37.86411,127.71976,정류장,시외버스터미널,강원특별자치도 춘천시 온의동 512-4,1,교통과,2026-06-01
37.87137,127.70841,정류장,시립청소년도서관,강원특별자치도 춘천시 삼천동 22-4,1,교통과,2026-06-01
37.87196,127.70822,정류장,공지천분수대,강원특별자치도 춘천시 삼천동 15,1,교통과,2026-06-01
37.87067,127.69318,정류장,(구)승마장,강원특별자치도 춘천시 삼천동 425-9,1,교통과,2026-06-01
37.8506,127.75,정류장,시립요양원입구,강원특별자치도 춘천시 석사동 897,1,교통과,2026-06-01
37.98615,127.89261,정류장,수청교,강원특별자치도 춘천시 오항리 242-2,1,교통과,2026-06-01
37.76644,127.64343,정류장,수동2리,강원특별자치도 춘천시 수동리 618-3,1,교통과,2026-06-01
37.77346,127.67902,정류장,수동1리종점,강원특별자치도 춘천시 수동리 109-4,1,교통과,2026-06-01
37.78132,127.65402,정류장,수동1리입구,강원특별자치도 춘천시 수동리 432-4,1,교통과,2026-06-01
37.77695,127.66157,정류장,수동1리,강원특별자치도 춘천시 수동리 353-3,1,교통과,2026-06-01
37.99289,127.69071,정류장,송암리,강원특별자치도 춘천시 송암리 520-4,1,교통과,2026-06-01
37.85203,127.68957,정류장,송암동,강원특별자치도 춘천시 송암동 172-3,1,교통과,2026-06-01
38.00345,127.69205,정류장,송암3반,강원특별자치도 춘천시 송암리 130-4,1,교통과,2026-06-01
37.92527,127.77057,정류장,솔밭종점,강원특별자치도 춘천시 지내리 742-9,1,교통과,2026-06-01
37.90534,127.73941,정류장,소양초교,강원특별자치도 춘천시 우두동 150-7,1,교통과,2026-06-01
37.90587,127.73938,정류장,소양초교,강원특별자치도 춘천시 우두동 442-6,1,교통과,2026-06-01
37.9061,127.72463,정류장,소양중학교,강원특별자치도 춘천시 사농동 82-3,1,교통과,2026-06-01
37.90513,127.72499,정류장,소양중학교,강원특별자치도 춘천시 사농동 65-17,1,교통과,2026-06-01
37.88914,127.72506,정류장,소양로2가,강원특별자치도 춘천시 소양로2가  175-6,1,교통과,2026-06-01
37.89146,127.72572,정류장,소양로1가,강원특별자치도 춘천시 소양로1가  98-21,1,교통과,2026-06-01
37.93821,127.80166,정류장,소양강댐주차장,강원특별자치도 춘천시 천전리 8-4,1,교통과,2026-06-01
37.89959,127.72858,정류장,소양2교,강원특별자치도 춘천시 우두동 1074,1,교통과,2026-06-01
37.89996,127.72835,정류장,사우사거리,강원특별자치도 춘천시 우두동 1052,1,교통과,2026-06-01
37.88067,127.75488,정류장,초록지붕8차,강원특별자치도 춘천시 후평3동 33117,1,교통과,2026-06-01
37.88077,127.7547,정류장,초록지붕6차,강원특별자치도 춘천시 후평3동 32874,1,교통과,2026-06-01
37.88484,127.74415,정류장,세경3차,강원특별자치도 춘천시 후평1동 740-13,1,교통과,2026-06-01
37.88451,127.7437,정류장,세경3차,강원특별자치도 춘천시 후평1동 842-14,1,교통과,2026-06-01
37.84813,127.74339,정류장,성원초등학교,강원특별자치도 춘천시 퇴계동 1027,1,교통과,2026-06-01
37.85273,127.74132,정류장,퇴계주공5차A,강원특별자치도 춘천시 석사동 871,1,교통과,2026-06-01
37.8528,127.74154,정류장,현진에버빌2차,강원특별자치도 춘천시 석사동 871,1,교통과,2026-06-01
37.80992,127.67905,정류장,설미종점,강원특별자치도 춘천시 팔미리 861-130,1,교통과,2026-06-01
37.85657,127.742,정류장,봄내초교,강원특별자치도 춘천시 석사동 796,1,교통과,2026-06-01
37.85642,127.74174,정류장,봄내초등학교,강원특별자치도 춘천시 석사동 815,1,교통과,2026-06-01
37.85451,127.74099,정류장,퇴계현대3차,강원특별자치도 춘천시 석사동 820,1,교통과,2026-06-01
37.86281,127.73904,정류장,석사A,강원특별자치도 춘천시 석사동 717,1,교통과,2026-06-01
37.86289,127.73933,정류장,석사A,강원특별자치도 춘천시 효자2동 280,1,교통과,2026-06-01
37.85308,127.75104,정류장,석사삼익A,강원특별자치도 춘천시 석사동 114-5,3,교통과,2026-06-01
37.85324,127.75117,정류장,초록지붕A,강원특별자치도 춘천시 거두리 924,3,교통과,2026-06-01
37.85952,127.74511,정류장,석사사거리,강원특별자치도 춘천시 석사동 5-11,1,교통과,2026-06-01
37.8691,127.75608,정류장,석사부영A,강원특별자치도 춘천시 석사동 783,1,교통과,2026-06-01
37.85921,127.74273,정류장,석사동행복센터,강원특별자치도 춘천시 석사동 671,1,교통과,2026-06-01
37.86908,127.75638,정류장,석사대우A,강원특별자치도 춘천시 석사동 721-2,1,교통과,2026-06-01
37.85118,127.75278,정류장,석사극동A,강원특별자치도 춘천시 석사동 635-23,1,교통과,2026-06-01
37.85961,127.74483,정류장,석사교회,강원특별자치도 춘천시 석사동 431-5,1,교통과,2026-06-01
37.86115,127.74326,정류장,석사4거리,강원특별자치도 춘천시 석사동 690,1,교통과,2026-06-01
37.87048,127.75677,정류장,석사2지구A,강원특별자치도 춘천시 후평3동 900,1,교통과,2026-06-01
37.87027,127.75697,정류장,석사2지구A,강원특별자치도 춘천시 석사동 721-1,1,교통과,2026-06-01
37.93586,127.69652,정류장,석갓,강원특별자치도 춘천시 서상리 1117,1,교통과,2026-06-01
37.93234,127.70239,정류장,서춘천농협,강원특별자치도 춘천시 신매리 487-8,1,교통과,2026-06-01
37.84082,127.55202,정류장,서천리,강원특별자치도 춘천시 서천리 34-4,1,교통과,2026-06-01
37.83801,127.53288,정류장,서천2리,강원특별자치도 춘천시 서천리 산 152-1,1,교통과,2026-06-01
37.83862,127.55271,정류장,서천1리,강원특별자치도 춘천시 서천리 77-1,1,교통과,2026-06-01
37.92814,127.70633,정류장,서상초교,강원특별자치도 춘천시 신매리 725-1,1,교통과,2026-06-01
37.94212,127.70357,정류장,서상1리종점,강원특별자치도 춘천시 서상리 64-1,1,교통과,2026-06-01
37.88581,127.72404,정류장,서부시장,강원특별자치도 춘천시 소양로2가  168,1,교통과,2026-06-01
37.78622,127.75687,정류장,새술막,강원특별자치도 춘천시 원창리 887-6,1,교통과,2026-06-01
37.78588,127.75773,정류장,새술막,강원특별자치도 춘천시 원창리 891-1,1,교통과,2026-06-01
37.87146,127.7326,정류장,새마을고개,강원특별자치도 춘천시 효자2동 715번지,1,교통과,2026-06-01
37.87107,127.73241,정류장,새마을고개,강원특별자치도 춘천시 효자2동 90,1,교통과,2026-06-01
37.79883,127.73112,정류장,증4리종점,강원특별자치도 춘천시 증리 45-8,1,교통과,2026-06-01
37.92989,127.7849,정류장,상천초등학교,강원특별자치도 춘천시 천전리 102-6,1,교통과,2026-06-01
37.86208,127.85015,정류장,상걸리보건진료소,강원특별자치도 춘천시 상걸리 601,1,교통과,2026-06-01
37.86629,127.84392,정류장,상걸1리,강원특별자치도 춘천시 상걸리 442-6,1,교통과,2026-06-01
37.79774,127.71497,정류장,삼포유원지,강원특별자치도 춘천시 증리 131-3,1,교통과,2026-06-01
37.86906,127.70704,정류장,삼천동사거리,강원특별자치도 춘천시 삼천동 25-6,1,교통과,2026-06-01
37.86941,127.707,정류장,삼천동사거리,강원특별자치도 춘천시 삼천동 37-25,1,교통과,2026-06-01
37.91915,127.73905,정류장,여우고개삼거리,강원특별자치도 춘천시 우두동 20-9,1,교통과,2026-06-01
37.9427,127.75159,정류장,산천1리,강원특별자치도 춘천시 산천리 431-1,1,교통과,2026-06-01
37.84785,127.7641,정류장,산수빌A,강원특별자치도 춘천시 신촌리 346-21,1,교통과,2026-06-01
37.83309,127.77478,정류장,사암3리,강원특별자치도 춘천시 사암리 1293-1,1,교통과,2026-06-01
38.03878,127.64334,정류장,사북우체국,강원특별자치도 춘천시 지촌리 561-3,1,교통과,2026-06-01
38.03011,127.64133,정류장,사북면행복센터,강원특별자치도 춘천시 신포리 751,1,교통과,2026-06-01
38.02896,127.64114,정류장,사북면행복센터,강원특별자치도 춘천시 신포리 369-2,1,교통과,2026-06-01
37.87282,127.74672,정류장,사대부고,강원특별자치도 춘천시 후평2동 480-64,1,교통과,2026-06-01
37.91353,127.72205,정류장,우두로입구,강원특별자치도 춘천시 사농동 4,1,교통과,2026-06-01
37.9133,127.72187,정류장,우두로입구,강원특별자치도 춘천시 사농동 366-7,1,교통과,2026-06-01
37.91079,127.72244,정류장,사농현대A,강원특별자치도 춘천시 사농동 371-14,1,교통과,2026-06-01
37.84508,127.70128,정류장,보타사입구,강원특별자치도 춘천시 칠전동 329-1,1,교통과,2026-06-01
37.86984,127.73103,정류장,교대부설초교,강원특별자치도 춘천시 효자2동 72,1,교통과,2026-06-01
37.87511,127.72948,정류장,봉의초교,강원특별자치도 춘천시 운교동 193,1,교통과,2026-06-01
37.87932,127.74149,정류장,봉의중학교,강원특별자치도 춘천시 효자3동 760,1,교통과,2026-06-01
37.87915,127.74159,정류장,봉의중학교,강원특별자치도 춘천시 효자3동 757-14,1,교통과,2026-06-01
37.88675,127.74489,정류장,봉의A,강원특별자치도 춘천시 후평1동 49-23,1,교통과,2026-06-01
37.88768,127.74413,정류장,봉의A,강원특별자치도 춘천시 후평1동 봉의아파트 맞은편,1,교통과,2026-06-01
37.77336,127.81103,정류장,봉명2리,강원특별자치도 춘천시 봉명리 1036,1,교통과,2026-06-01
37.87534,127.75261,정류장,보안사거리,강원특별자치도 춘천시 후평3동 836-15,1,교통과,2026-06-01
37.87542,127.75241,정류장,보안사거리,강원특별자치도 춘천시 후평2동 838-6,1,교통과,2026-06-01
37.87619,127.74552,정류장,푸른언덕공원,강원특별자치도 춘천시 효자3동 18-72,1,교통과,2026-06-01
37.86609,127.73414,정류장,춘천지방법원,강원특별자치도 춘천시 효자2동 267,1,교통과,2026-06-01
37.86609,127.73285,정류장,법원,강원특별자치도 춘천시 효자3동 714,1,교통과,2026-06-01
37.8659,127.73311,정류장,법원,강원특별자치도 춘천시 효자2동 363-3,1,교통과,2026-06-01
37.89205,127.72626,정류장,번개시장,강원특별자치도 춘천시 소양로1가  93-10,1,교통과,2026-06-01
37.81028,127.57333,정류장,백양리종점,강원특별자치도 춘천시 백양리 588-27,1,교통과,2026-06-01
37.8241,127.56272,정류장,백양1리,강원특별자치도 춘천시 백양리 산 179-5,1,교통과,2026-06-01
37.85995,127.71745,정류장,배나무골,강원특별자치도 춘천시 온의동 535-9,1,교통과,2026-06-01
37.85983,127.717,정류장,배나무골,강원특별자치도 춘천시 온의동 536-8,1,교통과,2026-06-01
37.83551,127.73615,정류장,방죽기,강원특별자치도 춘천시 정족리 479-1,1,교통과,2026-06-01
37.85578,127.68863,정류장,송암스포츠타운,강원특별자치도 춘천시 송암동 693,1,교통과,2026-06-01
37.90904,127.66544,정류장,방동리종점,강원특별자치도 춘천시 방동리 1008-126,1,교통과,2026-06-01
37.90053,127.67505,정류장,방동2리,강원특별자치도 춘천시 방동리 1500-7,1,교통과,2026-06-01
37.90395,127.6732,정류장,방동2리,강원특별자치도 춘천시 방동리 1425,1,교통과,2026-06-01
37.90705,127.66854,정류장,방동2리,강원특별자치도 춘천시 방동리 1276,1,교통과,2026-06-01
37.90176,127.66183,정류장,장절공,강원특별자치도 춘천시 방동리 1008-1,1,교통과,2026-06-01
37.85569,127.68883,정류장,송암스포츠타운,강원특별자치도 춘천시 송암동 326-2,1,교통과,2026-06-01
37.91843,127.78156,정류장,가산교,강원특별자치도 춘천시 지내리 가산교(2258) 맞은편,1,교통과,2026-06-01
37.92251,127.77711,정류장,지내3리,강원특별자치도 춘천시 지내리 지내3리(2259) 맞은편,1,교통과,2026-06-01
37.92252,127.77715,정류장,지내3리,강원특별자치도 춘천시 지내리 891,1,교통과,2026-06-01
37.67885,127.61356,정류장,한덕리,강원특별자치도 춘천시 한덕리 434-1,1,교통과,2026-06-01
37.87981,127.76324,정류장,유앤아이A,강원특별자치도 춘천시 만천리 116,1,교통과,2026-06-01
37.86164,127.72784,정류장,케이티앤지,강원특별자치도 춘천시 퇴계동 927,1,교통과,2026-06-01
37.90682,127.72831,정류장,농산물도매시장,강원특별자치도 춘천시 사농동 99-39,1,교통과,2026-06-01
37.90702,127.72832,정류장,농산물도매시장,강원특별자치도 춘천시 사농동 99-40,1,교통과,2026-06-01
37.85079,127.73524,정류장,홈플러스,강원특별자치도 춘천시 퇴계동 141,1,교통과,2026-06-01
37.92228,127.73914,정류장,여우고개사거리,강원특별자치도 춘천시 신동 산28-5,1,교통과,2026-06-01
37.85717,127.75935,정류장,호반베르디움,강원특별자치도 춘천시 거두리 1069,1,교통과,2026-06-01
37.8639,127.7231,정류장,남춘천역환승센터,강원특별자치도 춘천시 퇴계동 983,1,교통과,2026-06-01
37.89351,127.725,정류장,호반환승센터,강원특별자치도 춘천시 소양로1가 47-1,1,교통과,2026-06-01
37.8932,127.72493,정류장,호반환승센터,강원특별자치도 춘천시 근화동 804,1,교통과,2026-06-01
37.88527,127.71821,정류장,춘천역환승센터,강원특별자치도 춘천시 근화동 168-5,1,교통과,2026-06-01
37.86621,127.72678,정류장,퇴계일성A,강원특별자치도 춘천시 퇴계동 1201,1,교통과,2026-06-01
37.86612,127.72695,정류장,퇴계일성A,강원특별자치도 춘천시 퇴계동 1140-5,1,교통과,2026-06-01
37.86412,127.72331,정류장,남춘천역환승센터,강원특별자치도 춘천시 퇴계동 628-3,1,교통과,2026-06-01
37.80627,127.6337,정류장,강촌역,강원특별자치도 춘천시 방곡리 405-5,3,교통과,2026-06-01
37.80592,127.63649,정류장,강촌역입구,강원특별자치도 춘천시 방곡리 630-1,1,교통과,2026-06-01
37.8615,127.7274,정류장,케이티앤지,강원특별자치도 춘천시 퇴계동 892,1,교통과,2026-06-01
37.86071,127.733,정류장,휴먼시아2차,강원특별자치도 춘천시 퇴계동 1132,1,교통과,2026-06-01
37.86087,127.7332,정류장,휴먼시아1차,강원특별자치도 춘천시 퇴계동 1132,1,교통과,2026-06-01
37.94769,127.81209,정류장,소양강댐정상,강원특별자치도 춘천시 천전리 산 73-9,1,교통과,2026-06-01
37.98582,127.70038,정류장,전원주택입구,강원특별자치도 춘천시 고탄리 506,1,교통과,2026-06-01
37.86973,127.72791,정류장,수협,강원특별자치도 춘천시 효자1동 692-1,1,교통과,2026-06-01
37.87869,127.71219,정류장,부강연립앞,강원특별자치도 춘천시 근화동 785,1,교통과,2026-06-01
37.84255,127.60803,정류장,풀무원입구,강원특별자치도 춘천시 당림리 429-5,1,교통과,2026-06-01
37.8502,127.60195,정류장,당림리,강원특별자치도 춘천시 당림리 산 67-2,1,교통과,2026-06-01
37.85301,127.60101,정류장,당림1리5반,강원특별자치도 춘천시 당림리 485-2,1,교통과,2026-06-01
37.87849,127.71178,정류장,부강연립,강원특별자치도 춘천시 근화동 651-1,1,교통과,2026-06-01
37.86672,127.75832,정류장,롯데마트석사점,강원특별자치도 춘천시 석사동 782,1,교통과,2026-06-01
37.86672,127.75846,정류장,롯데마트석사점,강원특별자치도 춘천시 석사동 782,1,교통과,2026-06-01
37.8591,127.6928,정류장,강원체고앞,강원특별자치도 춘천시 송암동 산 74,1,교통과,2026-06-01
37.87461,127.71295,정류장,서부지구대,강원특별자치도 춘천시 근화동 785-15,1,교통과,2026-06-01
37.78474,127.64315,정류장,보매기,강원특별자치도 춘천시 창촌리 219-15,1,교통과,2026-06-01
37.92935,127.69207,정류장,월송1리,강원특별자치도 춘천시 월송리 1314,1,교통과,2026-06-01
37.8553,127.78532,정류장,신촌1리,강원특별자치도 춘천시 신촌리 52,1,교통과,2026-06-01
37.74733,127.67478,정류장,행촌리종점,강원특별자치도 춘천시 행촌리  514-13,1,교통과,2026-06-01
37.83722,127.6079,정류장,당림초교,강원특별자치도 춘천시 당림리 414-61,1,교통과,2026-06-01
37.96099,127.74758,정류장,산천2리종점,강원특별자치도 춘천시 발산리 829-3,1,교통과,2026-06-01
37.77156,127.69999,정류장,혈동1리종점,강원특별자치도 춘천시 혈동리 113-7,1,교통과,2026-06-01
37.93438,127.65796,정류장,서상2리종점,강원특별자치도 춘천시 서상리 931-10,1,교통과,2026-06-01
37.90907,127.66556,정류장,방동리종점,강원특별자치도 춘천시 방동리 1008-126,1,교통과,2026-06-01
37.78819,127.62929,정류장,방곡2리종점,강원특별자치도 춘천시 방곡리 632,1,교통과,2026-06-01
37.96632,127.62511,정류장,오월리종점,강원특별자치도 춘천시 오월리 318,1,교통과,2026-06-01
37.74378,127.71165,정류장,광판삼거리,강원특별자치도 춘천시 광판리 114-1,1,교통과,2026-06-01
37.86158,127.79178,정류장,거두리종점,강원특별자치도 춘천시 거두리 137-3,1,교통과,2026-06-01
37.88423,127.72592,정류장,한신휴플러스,강원특별자치도 춘천시 소양로2가  122-27,1,교통과,2026-06-01
37.88427,127.72612,정류장,e편한세상,강원특별자치도 춘천시 소양로2가  186,1,교통과,2026-06-01
37.82282,127.76312,정류장,학곡리,강원특별자치도 춘천시 학곡리 산 59-3,1,교통과,2026-06-01
37.89386,127.75562,정류장,장학교차로,강원특별자치도 춘천시 장학리 1006,1,교통과,2026-06-01
37.89708,127.75407,정류장,장학해온채A,강원특별자치도 춘천시 장학리 987-1,1,교통과,2026-06-01
37.89681,127.7635,정류장,장학1리마을회관,강원특별자치도 춘천시 장학리 89-23,1,교통과,2026-06-01
37.89696,127.7635,정류장,장학1리마을회관,강원특별자치도 춘천시 장학리 89-10,1,교통과,2026-06-01
37.9039,127.74184,정류장,강원도재활병원,강원특별자치도 춘천시 우두동 291-2,1,교통과,2026-06-01
37.96722,127.73276,정류장,지내1리종점,강원특별자치도 춘천시 지내리 92-1,1,교통과,2026-06-01
37.96121,127.72004,정류장,지내2리성문산,강원특별자치도 춘천시 지내리 885,1,교통과,2026-06-01
37.8964,127.7527,정류장,장학부영A,강원특별자치도 춘천시 장학리 1012,1,교통과,2026-06-01
37.89636,127.75255,정류장,장학LH1단지,강원특별자치도 춘천시 장학리 1012,1,교통과,2026-06-01
37.78479,127.64375,정류장,보매기,강원특별자치도 춘천시 창촌리 219-12,1,교통과,2026-06-01
37.81934,127.63192,정류장,강촌입구,강원특별자치도 춘천시 당림리 산 5,1,교통과,2026-06-01
37.92103,127.80552,정류장,옥광산,강원특별자치도 춘천시 월곡리 269,1,교통과,2026-06-01
37.91263,127.72596,정류장,뉴시티코아루A,강원특별자치도 춘천시 사농동 820 앞,1,교통과,2026-06-01
37.91278,127.72584,정류장,뉴시티코아루A,강원특별자치도 춘천시 사농동 787 앞,1,교통과,2026-06-01
37.91283,127.73879,정류장,천년나무A,강원특별자치도 춘천시 우두동 1091-2 앞,2,교통과,2026-06-01
37.91295,127.7389,정류장,천년나무A,강원특별자치도 춘천시 우두동 885 앞,1,교통과,2026-06-01
37.91876,127.75048,정류장,로컬푸드직매장,강원특별자치도 춘천시 장학리 445-15 앞,1,교통과,2026-06-01
37.89039,127.75728,정류장,아이파크A,강원특별자치도 춘천시 장학리 208-1 앞,1,교통과,2026-06-01
37.89052,127.75744,정류장,아이파크A,강원특별자치도 춘천시 장학리 206 앞,1,교통과,2026-06-01
37.88598,127.76155,정류장,춘천여고앞,강원특별자치도 춘천시 만천리 763-7 (인도),1,교통과,2026-06-01
37.74677,127.6309,정류장,후동2리마을회관,강원특별자치도 춘천시 후동리 70,1,교통과,2026-06-01
37.85337,127.72975,정류장,한숲시티A,강원특별자치도 춘천시 퇴계동 산25-17 앞,1,교통과,2026-06-01
37.85316,127.72947,정류장,한숲시티A,강원특별자치도 춘천시 퇴계동 산23-1 앞,1,교통과,2026-06-01
37.92457,127.75144,정류장,신북사거리,강원특별자치도 춘천시 율문리 274-33 앞,1,교통과,2026-06-01
37.90708,127.73529,정류장,우두택지,강원특별자치도 춘천시 우두동 1114-5(위),1,교통과,2026-06-01
37.90687,127.73329,정류장,우두택지,강원특별자치도 춘천시 우두동 674-1(아래),1,교통과,2026-06-01
37.9245,127.74614,정류장,샘밭장터,강원특별자치도 춘천시 율문리 935-52,3,교통과,2026-06-01
37.95228,127.7766,정류장,유포2리종점,강원특별자치도 춘천시 유포리 1221-1,1,교통과,2026-06-01
37.74263,127.63416,정류장,후동2리입구,강원특별자치도 춘천시 후동리 후동2리입구(1035)공유,1,교통과,2026-06-01
37.92105,127.72106,정류장,인형극장앞,강원특별자치도 춘천시 사농동 277-3,1,교통과,2026-06-01
37.85903,127.71754,정류장,안마산로입구,강원특별자치도 춘천시 온의동 567,1,교통과,2026-06-01
37.85827,127.72048,정류장,남춘천여중,강원특별자치도 춘천시 온의동 552,1,교통과,2026-06-01
37.85784,127.72101,정류장,남춘천여중,강원특별자치도 춘천시 퇴계동 796-1,1,교통과,2026-06-01
37.86656,127.73778,정류장,강원대정문,강원특별자치도 춘천시 효자동 348-1,1,교통과,2026-06-01
37.86636,127.73793,정류장,강원대정문,강원특별자치도 춘천시 효자동 337-1,1,교통과,2026-06-01
37.86227,127.7658,정류장,거두1리사거리,강원특별자치도 춘천시 동내면 거두리 565-1,1,교통과,2026-06-01
37.82374,127.764,정류장,사암4리,강원특별자치도 춘천시 동내면 학곡리 79-7,1,교통과,2026-06-01
37.8913,127.7218,정류장,당간지주입구,강원특별자치도 춘천시 근화동 791-3,1,교통과,2026-06-01
37.86859,127.71986,정류장,타워푸르지오A,강원특별자치도 춘천시 온의동 6-31,1,교통과,2026-06-01
37.86826,127.71948,정류장,강남동행복센터,강원특별자치도 춘천시 온의동 6-32,1,교통과,2026-06-01
37.86928,127.71855,정류장,온의롯데캐슬,강원특별자치도 춘천시 온의동 590,1,교통과,2026-06-01
37.86909,127.71825,정류장,롯데마트춘천점,강원특별자치도 춘천시 온의동 6-26,1,교통과,2026-06-01
37.87149,127.72472,정류장,남부사거리,강원특별자치도 춘천시 효자동 680-25,1,교통과,2026-06-01
37.86849,127.74147,정류장,강원대백록관,강원특별자치도 춘천시 효자동 192-1,1,교통과,2026-06-01
37.86868,127.74129,정류장,강원대백록관,강원특별자치도 춘천시 효자동 192-1,1,교통과,2026-06-01
37.89811,127.73678,정류장,강변코아루A,강원특별자치도 춘천시 우두동 380-5,1,교통과,2026-06-01
37.89823,127.73691,정류장,강변코아루A,강원특별자치도 춘천시 우두동 380-6,1,교통과,2026-06-01
37.92999,127.76532,정류장,율문3리,강원특별자치도 춘천시 신북읍 율문리 28-14,1,교통과,2026-06-01
37.93065,127.76957,정류장,천전2리,강원특별자치도 춘천시 신북읍 천전리 701-1,1,교통과,2026-06-01
37.87179,127.72082,정류장,방송통신대앞,강원특별자치도 춘천시 약사동 158-42,1,교통과,2026-06-01
37.84799,127.76162,정류장,동내면행복센터,강원특별자치도 춘천시 신촌리 389-7,1,교통과,2026-06-01
37.91053,127.73551,정류장,파크에뷰A,강원특별자치도 춘천시 우두동 1121,1,교통과,2026-06-01
37.7907,127.64322,정류장,남산하나로마트,강원특별자치도 춘천시 남산면 방곡리 154-2,1,교통과,2026-06-01
37.80815,127.6367,정류장,강촌1리회관,강원특별자치도 춘천시 남산면 강촌로 129,1,교통과,2026-06-01
37.87588,127.76798,정류장,만천로143번길,강원특별자치도 춘천시 동면 만천리 549-7,1,교통과,2026-06-01
37.94934,127.7766,정류장,유포2리마을회관,강원특별자치도 춘천시 신북읍 맥국길 216,1,교통과,2026-06-01
37.95778,127.72316,정류장,지내2리응달말,강원특별자치도 춘천시 신북읍 지내리 838,1,교통과,2026-06-01
37.82181,127.76282,정류장,화물차공영차고지,강원특별자치도 춘천시 동내면 학곡리 857,1,교통과,2026-06-01
37.8661,127.75055,정류장,강원대동문앞,강원특별자치도 춘천시 석사동 739,1,교통과,2026-06-01
37.8634,127.74756,정류장,춘천농협엔타점,강원특별자치도 춘천시 석사동 981,1,교통과,2026-06-01
