시도,시군구,행정동,관리번호,설치장소명,도로명주소,지번주소,데이터기준일자
강원특별자치도,춘천시,효자2동,효자2동14,GS25 춘천대학로점 건너편 횡단보도쪽, ,강원특별자치도 춘천시 효자동 11-21 ,2026-06-10
강원특별자치도,춘천시,효자2동,효자2동15,춘천교육대학교부설초등학교 앞 횡단보도, ,강원특별자치도 춘천시 효자동 700-8 ,2026-06-10
강원특별자치도,춘천시,효자2동,효자2동16,효자마을내안애양우아파트 상가동 앞 횡단보도,강원특별자치도 춘천시 공지로 311   (효자동),강원특별자치도 춘천시 효자동 701 ,2026-06-10
강원특별자치도,춘천시,효자3동,효자3동1,"팔호광장 교통섬(벨몽드 건너편, 동부새마을금고 앞)",강원특별자치도 춘천시 춘천로 198   (효자동),강원특별자치도 춘천시 효자동 643-4 ,2026-06-10
강원특별자치도,춘천시,효자3동,효자3동2,팔호광장 벨몽드 앞,강원특별자치도 춘천시 춘천로 197-1    (효자동),강원특별자치도 춘천시 효자동 641-5 ,2026-06-10
강원특별자치도,춘천시,효자3동,효자3동3,팔호광장 김밥천국 앞,강원특별자치도 춘천시 춘천로 191   (운교동),강원특별자치도 춘천시 운교동 206-8 ,2026-06-10
강원특별자치도,춘천시,효자3동,효자3동4,팔호광장 구철회내과 앞,강원특별자치도 춘천시 춘천로 188   (효자동),강원특별자치도 춘천시 효자동 654-3 ,2026-06-10
강원특별자치도,춘천시,효자3동,효자3동5,강원대학교병원 정문 앞 횡단보도, ,강원특별자치도 춘천시 효자동 19-1 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동1,석사사거리 교통섬 휴대폰할인마트 앞(석사동주민센터 방향), ,강원특별자치도 춘천시 석사동 406-6 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동2,석사사거리 교통섬 (청소대행 앞), ,강원특별자치도 춘천시 석사동 400-3 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동3,석사사거리 교통섬 (석사교회 앞), ,강원특별자치도 춘천시 석사동 426-2 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동4,석사사거리 교통섬 (모델하우스 앞), ,강원특별자치도 춘천시 석사동 406-2 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동5,석사동 거두사거리 교통섬 (석사신우아파트 방향), ,강원특별자치도 춘천시 석사동 684-1 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동6,거두교교차로 치킨퐁 앞 횡단보도, ,강원특별자치도 춘천시 석사동 130-79 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동7,석사동 퇴계사거리 하이마트 앞1,강원특별자치도 춘천시 후석로 6   (석사동),강원특별자치도 춘천시 석사동 811 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동8,석사동 퇴계사거리 하이마트 앞2,강원특별자치도 춘천시 후석로 6   (석사동),강원특별자치도 춘천시 석사동 811 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동9,석사동 동아아파트 입구 건너편(석사동 727-7), ,강원특별자치도 춘천시 석사동 727-7 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동10,봄내초등학교 인근(정관장 봄내점 건너편)(석사동 819), ,강원특별자치도 춘천시 석사동 819 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동11,거두사거리 청호나이스정수기 춘천본점 앞(석사동290-2), ,강원특별자치도 춘천시 석사동 290-2 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동12,성림초등학교 인근 현진에버빌2차 건너편(석사동870), ,강원특별자치도 춘천시 석사동 870 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동13,석사동 하이마트 건너편1(주공5단지방향)(석사동536-12), ,강원특별자치도 춘천시 석사동 536-12 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동14,석사동 하이마트 건너편2(홈플러스방향)(석사동536-12), ,강원특별자치도 춘천시 석사동 536-12 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동15,투탑씨티 CGV건물 대각선(석사동 888-4),강원특별자치도 춘천시 지석로 85   (석사동),강원특별자치도 춘천시 석사동 888-4 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동16,거두교 교차로/치킨퐁 좌측 건너편, ,강원특별자치도 춘천시 석사동 818 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동17,거두교 교차로 / 치킨퐁 바로 건너편, ,강원특별자치도 춘천시 석사동 828 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동18,안디옥교회 맞은편, ,강원특별자치도 춘천시 석사동 826 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동19,KFC맞은편, ,강원특별자치도 춘천시 석사동 826 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동20,석사주공 3단지 맞은편 횡단보도(애막골 새벽시장), ,강원특별자치도 춘천시 석사동 1-25 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동21,석사대우아파트 맞은편 교통섬(애막골 새벽시장), ,강원특별자치도 춘천시 석사동 782 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동22,석사동 행정복지센터,강원특별자치도 춘천시 후석로 48   (석사동),강원특별자치도 춘천시 석사동 665 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동23,춘천교대 정문 앞,강원도 춘천시 공지로 126   (석사동),강원특별자치도 춘천시 석사동 339 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동26,수누리 감자탕 앞 횡단보도, ,강원특별자치도 춘천시 석사동 776 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동27,수누리 감자탕 맞은편 횡단보도, ,강원특별자치도 춘천시 석사동 773 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동28,대원당 건물앞(퇴계로 191), ,강원특별자치도 춘천시 석사동 796 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동29,ms마트 애막점 쪽 횡단보도(석사진흥아파트 101동쪽), ,강원특별자치도 춘천시 석사동 727-7 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동30,강원대 동문쪽 미래도서관 건너편 횡단보도(우석초 체육관쪽), ,강원특별자치도 춘천시 석사동 789 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동31,거두교교차로 정품처분점 앞 횡단보도, ,강원특별자치도 춘천시 석사동 130-90 ,2026-06-10
강원특별자치도,춘천시,석사동,석사동32,우석초등학교 앞 횡단보도, ,강원특별자치도 춘천시 석사동 789 ,2026-06-10
강원특별자치도,춘천시,석사동,(스마트)석사동1,거두교 교차로 / 치킨퐁 대각선 건너편, ,강원특별자치도 춘천시 석사동 828 ,2026-06-10
강원특별자치도,춘천시,석사동,(스마트)석사동2,석사동 롯데마트 앞 우측교통섬,강원특별자치도 춘천시 세실로 108   (석사동),강원특별자치도 춘천시 석사동 27-2 ,2026-06-10
강원특별자치도,춘천시,석사동,(스마트)석사동3,석사동롯데마트 앞 좌측교통섬,강원특별자치도 춘천시 세실로 108   (석사동),강원특별자치도 춘천시 석사동 27-2 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동1,신맥한의원 앞(춘주로203 앞 대로변), ,강원특별자치도 춘천시 퇴계동 378-6 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동2,롯데슈퍼 춘천점 앞, ,강원특별자치도 춘천시 퇴계동 381-50 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동3,롯데슈퍼 춘천점 건너편 (춘천셀프세차장 앞), ,강원특별자치도 춘천시 퇴계동 376-3 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동4,"신맥한의원 건너편(퇴계동 366-40, 고가철도 방향)", ,강원특별자치도 춘천시 퇴계동 366-52 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동5,퇴계동 행정복지센터 옆(퇴계동 1179), ,강원특별자치도 춘천시 퇴계동 1179 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동6,투탑씨티 CGV건물 앞(퇴계동 1027), ,강원특별자치도 춘천시 퇴계동 1027 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동7,성원초등학교 맞은편(스무숲공원)(퇴계동 1030), ,강원특별자치도 춘천시 퇴계동 1030 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동8,강원전문건설회관 맞은편 보도(퇴계동 369-5), ,강원특별자치도 춘천시 퇴계동 369-5 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동9,퇴계동행정복지센터 앞, ,강원특별자치도 춘천시 퇴계동 369-127 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동10,홈플러스 앞 보도, ,강원특별자치도 춘천시 퇴계동 135-1 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동11,춘천시 평생학습관 맞은편, ,강원특별자치도 춘천시 퇴계동 1030 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동12,대룡공원 앞, ,강원특별자치도 춘천시 퇴계동 1037 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동13,남춘천역 공영주차장 입구, ,강원특별자치도 춘천시 퇴계동 922 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동14,한숲시티 E편한세상 101동 맞은편, ,강원특별자치도 춘천시 퇴계동 산 35 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동15,한숲시티 E편한세상 101동 앞, ,강원특별자치도 춘천시 퇴계동 산 35 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동16,마디온정형외과 앞 , ,강원특별자치도 춘천시 퇴계동 459-5 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동17,마디온정형외과 맞은편 횡단보도, ,강원특별자치도 춘천시 퇴계동 459-5 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동18,한숲시티 E편한세상 114동 CU 앞,강원특별자치도 춘천시 안마산로 131   (퇴계동),강원특별자치도 춘천시 퇴계동 산 25-21 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동19,한숲시티 E편한세상 114동 CU 맞은편,강원특별자치도 춘천시 안마산로 131   (퇴계동),강원특별자치도 춘천시 퇴계동 산 25-21 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동21,퇴계사거리 무릉공원 앞(LG베스트샵 건너편), ,강원특별자치도 춘천시 퇴계동 988 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동22,세븐일레븐 앞,강원특별자치도 춘천시 안마산로 216   (퇴계동),강원특별자치도 춘천시 퇴계동 945 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동23,틴트어카 춘천퇴계점,강원특별자치도 춘천시 영서로 2227   (퇴계동),강원특별자치도 춘천시 퇴계동 593-13 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동24,LG전자 베스트샵 석사점 앞,강원특별자치도 춘천시 영서로 2099   (퇴계동),강원특별자치도 춘천시 퇴계동 178-1 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동25,춘천왕갈비 건너편,강원특별자치도 춘천시 김유정로 1875   (퇴계동),강원특별자치도 춘천시 퇴계동 188-1 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동26,가족보건의원 앞,강원특별자치도 춘천시 김유정로 1846   (퇴계동),강원특별자치도 춘천시 퇴계동 149 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동27,711동 앞,"강원특별자치도 춘천시 승지골길16번길 14   (퇴계동, 퇴계7단지주공아파트)",강원특별자치도 춘천시 퇴계동 1025 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동28,푸른강산주유소 앞,강원특별자치도 춘천시 춘천로 22   (퇴계동),강원특별자치도 춘천시 퇴계동 1187 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동29,다산공인중계사 앞,강원특별자치도 춘천시 퇴계로 36   (퇴계동),강원특별자치도 춘천시 퇴계동 1180-1 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동30,퇴계주공2단지 복권판매점 앞 횡단보도,강원특별자치도 춘천시 퇴계로 172   (퇴계동),강원특별자치도 춘천시 퇴계동 983-2 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동31,르노삼성자동차 춘천지점 앞 횡단보도,강원특별자치도 춘천시 지석로 5   (퇴계동),강원특별자치도 춘천시 퇴계동 190 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동32,한숲시티 좋은부동산 앞 횡단보도,강원특별자치도 춘천시 안마산로 113   (퇴계동),강원특별자치도 춘천시 퇴계동 1240 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동33,건설회관 앞, ,강원특별자치도 춘천시 퇴계동 369-5 ,2026-06-10
강원특별자치도,춘천시,퇴계동,퇴계동34,퇴계주공2단지 212동쪽 횡단보도(세븐일레븐 춘천주공타운점 건너편), ,강원특별자치도 춘천시 퇴계동 969 ,2026-06-10
강원특별자치도,춘천시,퇴계동,(스마트)퇴계동1,e편한세상춘천한숲시티아파트 정문 좌측 택시정류장,강원특별자치도 춘천시 안마산로 113   (퇴계동),강원특별자치도 춘천시 퇴계동 1240 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동1,롯데마트 춘천점 건너편 (롯데캐슬 앞), ,강원특별자치도 춘천시 온의동 6-21 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동2,롯데마트 춘천점 건너편 (푸르지오 앞), ,강원특별자치도 춘천시 온의동 6-21 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동3,롯데마트 춘천점 건너편 (온누리공원 방향), ,강원특별자치도 춘천시 온의동 6-21 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동4,온의금호3차 건너편(풍물시장 방향), ,강원특별자치도 춘천시 온의동 27-4 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동5,온의사거리 온의교통센터  앞, ,강원특별자치도 춘천시 온의동 155-19 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동6,온의사거리 alton 앞, ,강원특별자치도 춘천시 온의동 556-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동7,춘천센트럴파크푸르지오 정문 앞, ,강원특별자치도 춘천시 온의동 83-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동8,온의사거리 K2 앞(한국교직원공제회 건너편), ,강원특별자치도 춘천시 온의동 21-8 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동9,터미널사거리 하나로마트 건너편(시외버스터미널 방향), ,강원특별자치도 춘천시 온의동 511-3 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동10,터미널사거리 하나로마트 앞, ,강원특별자치도 춘천시 온의동 192-6 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동11,KBS사거리 하이마트 건너편 교통섬 (KBS춘천방송국 방향), ,강원특별자치도 춘천시 온의동 583 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동12,영서로 풍물시장 입구 건너편, ,강원특별자치도 춘천시 온의동 45-3 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동13,영서로 풍물시장 입구,강원특별자치도 춘천시 영서로 2352-12    (온의동),강원특별자치도 춘천시 온의동 45-2 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동14,강남동 행복찾기 앞(온의동 65-7), ,강원특별자치도 춘천시 온의동 65-7 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동15,남춘천중학교 인근(남춘천초등학교 건너편)(온의동 561, ,강원특별자치도 춘천시 온의동 561 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동16,홍천강 다슬기해장국 앞 교통섬(삼천동 33-1), ,강원특별자치도 춘천시 삼천동 33-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동17,홍천강 다슬기해장국 맞은편 교통섬(삼천동 34-1), ,강원특별자치도 춘천시 삼천동 34-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동18,롯데캐슬 스카이클래스 후문 건너편,강원특별자치도 춘천시 방송길 84   (온의동),강원특별자치도 춘천시 온의동 6-26 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동19,롯데캐슬 스카이클래스 후문 인근,"강원특별자치도 춘천시 방송길 70   (온의동, 온의 롯데캐슬 스카이클래스)",강원특별자치도 춘천시 온의동 590 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동20,자이아파트 정문 건너편, ,강원특별자치도 춘천시 삼천동 32-5 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동21,센트럴파크 푸르지오 CU건너편, ,강원특별자치도 춘천시 온의동 84-13 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동22,나무푸드 인근, ,강원특별자치도 춘천시 삼천동 32-35 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동23,삼천지구 소공원 앞, ,강원특별자치도 춘천시 삼천동 795 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동24,전기안전공사 강원지역본부 인근 사거리, ,강원특별자치도 춘천시 칠전동 600 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동25,온의금호3차아파트 정문 앞 횡단보도, ,강원특별자치도 춘천시 온의동 147-5 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동26,공지천 분수대 건너편 횡단보도(의암공원쪽), ,강원특별자치도 춘천시 삼천동 17-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동27,공지천 분수대쪽 횡단보도(의암공원 건너편), ,강원특별자치도 춘천시 삼천동 19-1 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동28,춘천 파크자이 정문 건너편(cu춘천파크자이점 건너편) 횡단보도, ,강원특별자치도 춘천시 온의동 599 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동29,"춘천KBS, 센트럴타워푸르지오 사이 센트럴타워 쪽 횡단보도", ,강원특별자치도 춘천시 온의동 579 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동30,춘천KBS 센트럴타워푸르지오 사이 KBS쪽 횡단보도, ,강원특별자치도 춘천시 온의동 583 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동31,스타벅스 앞 횡단보도,강원특별자치도 춘천시 방송길 104   (온의동),강원특별자치도 춘천시 온의동 589-2 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동32,버거킹 앞 횡단보도,강원특별자치도 춘천시 방송길 98-1    (온의동),강원특별자치도 춘천시 온의동 588-9 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동33,온의지구 소공원(파크푸르지오) 횡단보도 앞, ,강원특별자치도 춘천시 온의동 597 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동34,온의지구 소공원, ,강원특별자치도 춘천시 온의동 597 ,2026-06-10
강원특별자치도,춘천시,강남동,강남동35,파크자이 후문 횡단보도,"강원특별자치도 춘천시 스포츠타운길 460   (삼천동, 춘천파크자이)",강원특별자치도 춘천시 삼천동 796 ,2026-06-10
강원특별자치도,춘천시,강남동,(스마트)강남동1,롯데마트 춘천점 앞 횡단보도, ,강원특별자치도 춘천시 온의동 6-26 ,2026-06-10
강원특별자치도,춘천시,강남동,(스마트)강남동2,춘천삼악산호수케이블카 택시정류장,강원특별자치도 춘천시 스포츠타운길 245   (삼천동),강원특별자치도 춘천시 삼천동 801 ,2026-06-10
강원특별자치도,춘천시,강남동,(스마트)강남동3,온의사거리 한국교직원공제회 앞, ,강원특별자치도 춘천시 온의동 169-10 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동1,충열로 주향교회 앞 교통섬(코아루아파트방향), ,강원특별자치도 춘천시 우두동 717-1 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동2,하이트진로 춘천지점 앞, ,강원특별자치도 춘천시 사농동 63-10 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동3,하이트진로 춘천지점 건너편 앞, ,강원특별자치도 춘천시 사농동 93-2 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동4,충열로 동부아파트 108동쪽 앞 교통섬, ,강원특별자치도 춘천시 우두동 717-2 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동5,사우사거리 교통섬 (새마을금고 방향), ,강원특별자치도 춘천시 우두동 399-19 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동6,사우사거리 교통섬 (명인약국 방향), ,강원특별자치도 춘천시 우두동 692-10 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동7,사우사거리 이브자리 신사우점 앞, ,강원특별자치도 춘천시 우두동 693-23 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동8,신사우동 벨몽드 맞은편(하천 다리 위)(사농동 95-3), ,강원특별자치도 춘천시 사농동 95-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동9,신사우동 벨몽드 앞(사농동 99-18), ,강원특별자치도 춘천시 사농동 99-18 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동10,사우로 벨몽드마트 강북점 건너편, ,강원특별자치도 춘천시 사농동 99-32 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동11,신사우동 현대아파트 정문(사농동 367-1),강원특별자치도 춘천시 영서로 2924   (사농동),강원특별자치도 춘천시 사농동 367-1 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동12,롯데인벤스 정문(우두동 707-16), ,강원특별자치도 춘천시 우두동 707-16 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동13,북춘천 새마을금고 앞, ,강원특별자치도 춘천시 우두동 444-10 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동14,타이어 월드 앞,강원특별자치도 춘천시 사우로 138   (우두동),강원특별자치도 춘천시 우두동 280-2 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동15,청평해장국 앞(CU 건너편), ,강원특별자치도 춘천시 우두동 1074 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동16,벨몽드마트 대각선 맞은편, ,강원특별자치도 춘천시 사농동 95-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동17,우두벌 교차로 횡단보도(찌니네식빵 건너편 롯데캐슬더퍼스트 2단지 아파트 쪽)), ,강원특별자치도 춘천시 사농동 823 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동18,우두벌 교차로 찌니네식빵쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1121-1 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동19,동부아파트 정문 상가건물쪽, ,강원특별자치도 춘천시 우두동 699-25 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동20,두미르미스텔 앞 횡단보도, ,강원특별자치도 춘천시 우두동 688-16 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동21,기쁜소식춘천교회 앞 횡단보도, ,강원특별자치도 춘천시 우두동 700-5 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동22,미반 앞 횡단보도, ,강원특별자치도 춘천시 우두동 702-13 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동23,우두벌 교차로 찌니네식빵 건너편 횡단보도, ,강원특별자치도 춘천시 우두동 1121 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동24,우두벌 교차로 춘천우두이지더원시그니처 쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1116-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동25,행복한우리교회 대각선쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1117-4 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동26,행복한우리교회 건너편 우두공원쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1121 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동27,교육청 사거리 강원특별자치도교육청쪽 횡단보도, ,강원특별자치도 춘천시 사농동 84-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동28,강원생명과학고 정문 앞쪽 횡단보도, ,강원특별자치도 춘천시 사농동 122-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동29,강원생명과학고등학교 정문 건너편 횡단보도,강원특별자치도 춘천시 영서로 2867   (사농동),강원특별자치도 춘천시 사농동 434-22 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동30,신동초등학교 정문 오른쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1084-1 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동31,신동초등학교 정문 왼쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1084-2 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동32,신동초등학교 병설유치원 쪽 횡단보도, ,강원특별자치도 춘천시 우두동 1084-3 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동33,아소비신동학원 앞 횡단보도, ,강원특별자치도 춘천시 사농동 822 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동34,교육청사거리 신서방부대찌개 앞 횡단보도, ,강원특별자치도 춘천시 사농동 75-16 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동35,교육청사거리 마포돼지갈비 앞 횡단보도, ,강원특별자치도 춘천시 사농동 75-17 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동36,우두나무어린이집 앞 횡단보도,"강원특별자치도 춘천시 우두로 130   (우두동, 춘천우두엘에이치천년나무1단지)",강원특별자치도 춘천시 우두동 1086 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동37,우두나무어린이집 앞 사거리 미소안경 앞,강원특별자치도 춘천시 우두1길 17   (우두동),강원특별자치도 춘천시 우두동 1094 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동38,우두나무어린이집 앞 사거리 덤프치킨 앞,"강원특별자치도 춘천시 우두1길 140   (우두동, 춘천우두 EG the1 2차)",강원특별자치도 춘천시 우두동 1087 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동39,우두나무어린이집 앞 사거리 백암토종순대 앞,강원특별자치도 춘천시 우두1길 21   (우두동),강원특별자치도 춘천시 우두동 1095 ,2026-06-10
강원특별자치도,춘천시,신사우동,신사우동40,사우사거리 / 김경수치과의원 앞,강원특별자치도 춘천시 충열로 1   (우두동),강원특별자치도 춘천시 우두동 693-6 ,2026-06-10
강원특별자치도,춘천시,신사우동,(스마트)신사우동1,충열로 청해약품 앞 교통섬(MS마트방향), ,강원특별자치도 춘천시 우두동 712-1 ,2026-06-10
강원특별자치도,춘천시,신사우동,(스마트)신사우동2,충열로 르비앙페 우두점 앞 교통섬(명진학교방향), ,강원특별자치도 춘천시 우두동 399-22 ,2026-06-10
